Time,Delta_W,Cumulative_W
419,-0.004456414692860032,0.42990104397786827
419,-0.004925099917433928,0.4249759440604343
419,-0.01338780960890579,0.41158813445152853
422,3.7814920591325703e-10,0.4115881348296777
422,8.415865348368798e-10,0.41158813567126423
422,3.403990671988171e-08,0.41158816971117096
422,5.583290424505739e-06,0.41159375300159545
422,2.765421850739168e-05,0.4116214072201028
422,6.80184018773947e-05,0.4116894256219802
422,0.0010120955722902195,0.4127015211942704
422,0.0018441583700620008,0.4145456795643324
422,0.02744058180470132,0.44198626136903374
422,0.0370409110340859,0.47902717240311965
424,-8.247046367528376e-09,0.47902716415607327
424,-6.717290905554564e-07,0.4790264924269827
424,-1.0021020474147395e-06,0.4790254903249353
424,-0.002702952143613468,0.4763225381813218
424,-0.0029872241020718364,0.47333531407924995
424,-0.008120116994196762,0.4652151970850532
424,-0.036391839582758004,0.4288233575022952
424,-0.04912384518467891,0.37969951231761634
434,1.1389635206026856e-10,0.3796995124315127
434,2.5348099311611433e-10,0.3796995126849937
434,1.0252622878059635e-08,0.37969952293761655
434,1.6816547592859484e-06,0.37970120459237583
434,8.329290549381678e-06,0.3797095338829252
434,2.048674894898934e-05,0.3797300206318742
434,0.0003048373282757819,0.38003485796015
434,0.0005554498269121153,0.38059030778706215
434,0.008264944411079327,0.3888552521981415
434,0.011156508007421491,0.400011760205563
434,0.018393972058572117,0.41840573226413513
442,1.1389635206026856e-10,0.41840573237803147
442,4.6068004172830674e-09,0.4184057369848319
442,7.556161909927517e-07,0.4184064926010229
442,3.74259149438503e-06,0.4184102351925173
442,9.20528968337896e-06,0.4184194404822007
442,0.00013697224093841843,0.4185564127231391
442,0.00024957969534551087,0.4188059924184846
442,0.003713678910716694,0.42251967132920126
442,0.005012942186140188,0.42753261351534144
442,0.008264944411079327,0.4357975579264208
449,2.287669384722906e-09,0.43579756021409016
449,3.752278957538429e-07,0.4357979354419859
449,1.8585159342063369e-06,0.4357997939579201
449,4.571211573908664e-06,0.43580436516949406
449,6.80184018773947e-05,0.4358723835713714
449,0.00012393760883331792,0.43599632118020476
449,0.0018441583700620008,0.4378404795502668
449,0.0024893534183931974,0.44032983296865996
449,0.0041042499311949405,0.4444340828998549
449,-6.769587897297963e-10,0.44443408222289615
449,-5.5138881473877426e-08,0.4444340270840147
449,-8.225754518304506e-08,0.44443394482646953
449,-0.0002218718229889759,0.44421207300348053
449,-0.000245206286307844,0.44396686671717267
449,-0.0006665397922945383,0.44330032692487814
449,-0.0029872241020718364,0.4403131028228063
449,-0.004032330764384986,0.4362807720584213
449,-0.01338780960890579,0.4228929624495155
449,-0.029795118227484572,0.3930978442220309
452,1.6947471630984622e-09,0.3930978459167781
452,2.779756620825073e-07,0.3930981238924402
452,1.376822467487358e-06,0.3930995007149077
452,3.386436824542695e-06,0.3931028871517322
452,5.038927145242553e-05,0.3931532764231846
452,9.181523885144536e-05,0.39324509166203603
452,0.0013661861223646281,0.39461127778440064
452,0.0018441583700620008,0.39645543615446266
452,0.003040503131260899,0.3994959392857236
452,0.0370409110340859,0.4365368503198095
460,7.614989872356315e-10,0.43653685108130846
460,1.2490251629333175e-07,0.43653697598382474
460,6.186462130894111e-07,0.43653759463003783
460,1.5216241504201814e-06,0.43653911625418823
460,2.264135914433985e-05,0.43656175761333255
460,4.125524616329523e-05,0.4366030128594958
460,0.0006138669951534218,0.43721687985464924
460,0.0008286337700880628,0.4380455136247373
460,0.0013661861223646281,0.4394116997471019
460,0.01664355418490398,0.4560552539320059
465,-1.3667562247232226e-10,0.4560552537953303
465,-1.113234817569587e-08,0.45605524266298214
465,-1.6607511951244842e-08,0.45605522605547016
465,-4.4795148502600754e-05,0.4560104309069676
465,-4.9506295395954276e-05,0.4559609246115716
465,-0.0001345720631691482,0.4558263525484025
465,-0.0006031101446780151,0.45522324240372447
465,-0.000814113540732056,0.4544091288629924
465,-0.002702952143613468,0.4517061767193789
465,-0.006015530623368225,0.44569064609601067
465,-0.012113791079679323,0.43357685501633136
465,-0.016351907582040755,0.4172249474342906
465,-0.036391839582758004,0.3808331078515326
473,2.0753268438491118e-10,0.3808331080590653
473,3.403990671988171e-08,0.380833142098972
473,1.6860076170695924e-07,0.3808333106997337
473,4.1469095803786856e-07,0.3808337253906917
473,6.170490204333978e-06,0.38083989588089606
473,1.124336620894241e-05,0.380851139247105
473,0.0001672982728735636,0.38101843751997855
473,0.0002258290471306333,0.3812442665671092
473,0.00037232915354621694,0.3816165957206554
473,0.004535897664470626,0.386152493385126
473,0.022466448205861078,0.4086189415909871
474,-4.526075009906555e-09,0.4086189370649121
474,-6.752110483155547e-09,0.4086189303128016
474,-1.8212348284732005e-05,0.40860071796451686
474,-2.012775767415071e-05,0.40858059020684273
474,-5.471291793327097e-05,0.40852587728890943
474,-0.000245206286307844,0.40828067100260157
474,-0.00033099386524564626,0.4079496771373559
474,-0.0010989383333240507,0.4068507388040319
474,-0.0024457322387019726,0.4044050065653299
474,-0.004925099917433928,0.39947990664789595
474,-0.006648189501740032,0.39283171714615595
474,-0.014795817836496389,0.37803589930965953
474,-0.054290245082157566,0.32374565422750196
489,6.87253863960698e-09,0.3237456611000406
489,3.403990671988171e-08,0.32374569513994733
489,8.372466047171331e-08,0.3237457788646078
489,1.2458004865751602e-06,0.32374702466509436
489,2.2699964881242426e-06,0.3237492946615825
489,3.377693875969222e-05,0.32378307160034214
489,4.559409827772581e-05,0.32382866569861984
489,7.517195964887862e-05,0.32390383765826875
489,0.000915781944436709,0.32481961960270544
489,0.004535897664470626,0.32935551726717605
489,0.011156508007421491,0.34051202527459756
497,-4.5377904709590837e-10,0.3405120248208185
497,-6.769587897297963e-10,0.3405120241438597
497,-1.8259489805042175e-06,0.3405101981948792
497,-2.017985711143138e-06,0.34050818020916807
497,-5.485453888690396e-06,0.3405026947552794
497,-2.4584098738787207e-05,0.3404781106565406
497,-3.3185062208870015e-05,0.3404449255943317
497,-0.00011017828662173442,0.34033474730770996
497,-0.000245206286307844,0.3400895410214021
497,-0.0004937848229412018,0.3395957561984609
497,-0.0006665397922945383,0.33892921640616636
497,-0.0014834115882203633,0.337445804817946
497,-0.005443077197364751,0.33200272762058125
497,-0.02695973784703329,0.30504298977354793
499,2.5282656741677602e-09,0.3050429923018136
499,1.2522581861638111e-08,0.30504300482439545
499,3.0800581306602635e-08,0.30504303562497675
499,4.583043868123809e-07,0.3050434939293636
499,8.35085039512283e-07,0.3050443290144031
499,1.2425841355397594e-05,0.3050567548557585
499,1.6773131395125595e-05,0.30507352798715365
499,2.765421850739168e-05,0.305101182205661
499,0.00033689734995427336,0.3054380795556153
499,0.0016686634980163041,0.3071067430536316
499,0.0041042499311949405,0.3112109929848266
499,0.0409365376538991,0.35214753063872567
528,-8.225754518304506e-08,0.3521474483811805
528,-9.090864672859493e-08,0.3521473574725338
528,-2.4711532245214246e-07,0.35214711035721136
528,-1.1074940397468335e-06,0.3521460028631716
528,-1.4949605838901922e-06,0.3521445079025877
528,-4.963443933397933e-06,0.3521395444586543
528,-1.1046347620054751e-05,0.35212849811103425
528,-2.224461242754529e-05,0.3521062534986067
528,-3.002708600643665e-05,0.3520762264126003
528,-6.68265088706882e-05,0.3520093999037296
528,-0.000245206286307844,0.3517641936174217
528,-0.0012145146867482634,0.35054967893067346
528,-0.0033013932033844335,0.34724828572728905
531,-6.093788826014942e-08,0.3472482247894008
531,-6.734678191406065e-08,0.3472481574426189
531,-1.8306753348218535e-07,0.3472479743750854
531,-8.204517639408578e-07,0.3472471539233215
531,-1.1074940397468335e-06,0.34724604642928175
531,-3.677009703193328e-06,0.34724236941957853
531,-8.183335588920684e-06,0.3472341860839896
531,-1.647921419832855e-05,0.34721770686979125
531,-2.224461242754529e-05,0.3471954622573637
531,-4.9506295395954276e-05,0.34714595596196773
531,-0.0001816532847225489,0.3469643026772452
531,-0.0008997346092286621,0.34606456806801655
531,-0.0024457322387019726,0.3436188358293146
533,4.1791950506873044e-10,0.3436188362472341
533,1.0279161148802243e-09,0.34361883727515025
533,1.529511602509129e-08,0.34361885257026625
533,2.786951846347298e-08,0.3436188804397847
533,4.1469095803786856e-07,0.34361929513074274
533,5.59774242129547e-07,0.34361985490498487
533,9.22911699789028e-07,0.34362077781668465
533,1.124336620894241e-05,0.3436320211828936
533,5.5688757392240165e-05,0.34368770994028586
533,0.00013697224093841843,0.34382468218122425
533,0.0013661861223646281,0.34519086830358886
533,0.030326532985631673,0.3755174012892205
533,0.0409365376538991,0.4164539389431196
536,3.0960238413320196e-10,0.416453939252722
536,7.614989872356315e-10,0.416453940014221
536,1.133090063882855e-08,0.41645395134512164
536,2.064624707936636e-08,0.41645397199136874
536,3.072106176664105e-07,0.4164542792019864
536,4.1469095803786856e-07,0.4164546938929444
536,6.837098032840483e-07,0.4164553776027477
536,8.329290549381678e-06,0.4164637068932971
536,4.125524616329523e-05,0.41650496213946037
536,0.00010147153181478671,0.41660643367127514
536,0.0010120955722902195,0.41761852924356535
536,0.022466448205861078,0.44008497744942643
536,0.030326532985631673,0.4704115104350581
541,1.8778333829691513e-10,0.4704115106228414
541,4.618724830985297e-10,0.4704115110847139
541,6.87253863960698e-09,0.47041151795725256
541,1.2522581861638111e-08,0.4704115304798344
541,1.8633265860393355e-07,0.470411716812493
541,2.515227803555724e-07,0.4704119683352734
541,4.1469095803786856e-07,0.4704123830262314
541,5.051970091854672e-06,0.47041743499632327
541,2.5022571672030544e-05,0.4704424575679953
541,6.154559513367405e-05,0.47050400316312896
541,0.0006138669951534218,0.4711178701582824
541,0.01362658965170063,0.484744459809983
541,0.018393972058572117,0.5031384318685551
548,2.293590873323762e-10,0.5031384320979142
548,3.412801688167435e-09,0.5031384355107159
548,6.218530118014348e-09,0.503138441729246
548,9.253005987909542e-08,0.5031385342593059
548,1.2490251629333175e-07,0.5031386591618222
548,2.059294353767854e-07,0.5031388650912576
548,2.5087341028087645e-06,0.5031413738253604
548,1.2425841355397594e-05,0.5031537996667158
548,3.0562638056478614e-05,0.5031843623047723
548,0.0003048373282757819,0.5034891996330481
548,0.0067667641618306355,0.5102559637948787
548,0.009134176202636733,0.5193901399975154
555,-5.5281605007396804e-09,0.5193901344693549
555,-6.109562215871991e-09,0.5193901283597927
555,-1.6607511951244842e-08,0.5193901117522808
555,-7.44297047974028e-08,0.5193900373225759
555,-1.0046959256605596e-07,0.5193899368529834
555,-3.3357079449900877e-07,0.5193896032821889
555,-7.423754557072932e-07,0.5193888609067332
555,-1.4949605838901922e-06,0.5193873659461493
555,-2.017985711143138e-06,0.5193853479604382
