Gene,OnsetIndex,Rank,Percentile,Phase
ENSG00000168918.14,0,1,0.0,Phase I
ENSG00000144481.17,4,3014,86.40665328362489,Phase II
ENSG00000144476.6,66,3478,99.7132205334098,Phase IV
ENSG00000198612.11,0,1,0.0,Phase I
ENSG00000124831.19,0,1,0.0,Phase I
ENSG00000184182.18,0,1,0.0,Phase I
ENSG00000132326.12,0,1,0.0,Phase I
ENSG00000204104.12,0,1,0.0,Phase I
ENSG00000065802.12,0,1,0.0,Phase I
ENSG00000068024.16,0,1,0.0,Phase I
ENSG00000178623.12,0,1,0.0,Phase I
ENSG00000168385.18,0,1,0.0,Phase I
ENSG00000006607.14,0,1,0.0,Phase I
ENSG00000188389.11,27,3369,96.58732434757673,Phase IV
ENSG00000091181.19,0,1,0.0,Phase I
ENSG00000150995.19,0,1,0.0,Phase I
ENSG00000196220.16,0,1,0.0,Phase I
ENSG00000241553.12,0,1,0.0,Phase I
ENSG00000250151.9,0,1,0.0,Phase I
ENSG00000171135.14,0,1,0.0,Phase I
ENSG00000163701.19,34,3415,97.9065098938916,Phase IV
ENSG00000163702.20,18,3289,94.29308861485518,Phase IV
ENSG00000254999.4,0,1,0.0,Phase I
ENSG00000134086.7,0,1,0.0,Phase I
ENSG00000134070.5,0,1,0.0,Phase I
ENSG00000157017.15,0,1,0.0,Phase I
ENSG00000157020.18,0,1,0.0,Phase I
ENSG00000197548.12,0,1,0.0,Phase I
ENSG00000157150.5,4,3014,86.40665328362489,Phase II
ENSG00000132170.21,2,2968,85.08746773731,Phase II
ENSG00000075975.16,0,1,0.0,Phase I
ENSG00000132155.11,0,1,0.0,Phase I
ENSG00000144713.12,0,1,0.0,Phase I
ENSG00000132182.12,0,1,0.0,Phase I
ENSG00000163517.15,45,3444,98.73817034700316,Phase IV
ENSG00000131381.12,0,1,0.0,Phase I
ENSG00000131378.14,0,1,0.0,Phase I
ENSG00000183960.9,4,3014,86.40665328362489,Phase II
ENSG00000144566.11,0,1,0.0,Phase I
ENSG00000114166.8,0,1,0.0,Phase I
ENSG00000182247.10,0,1,0.0,Phase I
ENSG00000170142.11,0,1,0.0,Phase I
ENSG00000197885.10,0,1,0.0,Phase I
ENSG00000174748.20,0,1,0.0,Phase I
ENSG00000174738.13,0,1,0.0,Phase I
ENSG00000077097.15,0,1,0.0,Phase I
ENSG00000163512.14,0,1,0.0,Phase I
ENSG00000144642.21,17,3246,93.05993690851734,Phase III
ENSG00000163513.17,0,1,0.0,Phase I
ENSG00000091317.8,0,1,0.0,Phase I
ENSG00000144635.9,0,1,0.0,Phase I
ENSG00000206557.6,8,3128,89.67593920275309,Phase III
ENSG00000183813.6,0,1,0.0,Phase I
ENSG00000170266.16,0,1,0.0,Phase I
ENSG00000153560.12,0,1,0.0,Phase I
ENSG00000170248.15,0,1,0.0,Phase I
ENSG00000008226.19,0,1,0.0,Phase I
ENSG00000060971.18,0,1,0.0,Phase I
ENSG00000172936.14,0,1,0.0,Phase I
ENSG00000172939.9,0,1,0.0,Phase I
ENSG00000172940.12,35,3420,98.0498996271867,Phase IV
ENSG00000114739.14,0,1,0.0,Phase I
ENSG00000168329.13,0,1,0.0,Phase I
ENSG00000179934.6,2,2968,85.08746773731,Phase II
ENSG00000168028.14,0,1,0.0,Phase I
ENSG00000188846.13,0,1,0.0,Phase I
ENSG00000168036.18,0,1,0.0,Phase I
ENSG00000114812.13,0,1,0.0,Phase I
ENSG00000196653.12,16,3231,92.62976770863206,Phase III
ENSG00000163808.17,0,1,0.0,Phase I
ENSG00000173585.16,5,3079,88.27071981646114,Phase II
ENSG00000172215.6,0,1,0.0,Phase I
ENSG00000173578.7,43,3440,98.62345856036708,Phase IV
ENSG00000183625.15,0,1,0.0,Phase I
ENSG00000163823.4,0,1,0.0,Phase I
ENSG00000121807.5,0,1,0.0,Phase I
ENSG00000160791.13,0,1,0.0,Phase I
ENSG00000121797.10,0,1,0.0,Phase I
ENSG00000012223.12,0,1,0.0,Phase I
ENSG00000160796.17,0,1,0.0,Phase I
ENSG00000181555.20,0,1,0.0,Phase I
ENSG00000076201.15,0,1,0.0,Phase I
ENSG00000173473.11,0,1,0.0,Phase I
ENSG00000164047.5,0,1,0.0,Phase I
ENSG00000213689.14,0,1,0.0,Phase I
ENSG00000164054.15,0,1,0.0,Phase I
ENSG00000225697.13,0,1,0.0,Phase I
ENSG00000213672.8,0,1,0.0,Phase I
ENSG00000068745.15,0,1,0.0,Phase I
ENSG00000114302.16,0,1,0.0,Phase I
ENSG00000177479.19,0,1,0.0,Phase I
ENSG00000178035.12,0,1,0.0,Phase I
ENSG00000185909.15,0,1,0.0,Phase I
ENSG00000067560.11,0,1,0.0,Phase I
ENSG00000145022.4,0,1,0.0,Phase I
ENSG00000173402.11,0,1,0.0,Phase I
ENSG00000164062.13,0,1,0.0,Phase I
ENSG00000164068.16,0,1,0.0,Phase I
ENSG00000182179.13,0,1,0.0,Phase I
ENSG00000183763.9,47,3446,98.7955262403212,Phase IV
ENSG00000114353.17,0,1,0.0,Phase I
ENSG00000012171.19,0,1,0.0,Phase I
ENSG00000114378.17,15,3216,92.19959850874676,Phase III
ENSG00000068001.14,0,1,0.0,Phase I
ENSG00000114383.10,0,1,0.0,Phase I
ENSG00000114737.15,0,1,0.0,Phase I
ENSG00000114738.11,0,1,0.0,Phase I
ENSG00000145041.15,0,1,0.0,Phase I
ENSG00000041880.14,0,1,0.0,Phase I
ENSG00000162244.11,0,1,0.0,Phase I
ENSG00000164086.10,0,1,0.0,Phase I
ENSG00000239732.3,0,1,0.0,Phase I
ENSG00000114841.17,0,1,0.0,Phase I
ENSG00000010319.6,18,3289,94.29308861485518,Phase IV
ENSG00000010327.10,0,1,0.0,Phase I
ENSG00000163939.18,0,1,0.0,Phase I
ENSG00000163938.17,0,1,0.0,Phase I
ENSG00000055955.16,0,1,0.0,Phase I
ENSG00000163932.14,0,1,0.0,Phase I
ENSG00000056736.10,4,3014,86.40665328362489,Phase II
ENSG00000163946.13,0,1,0.0,Phase I
ENSG00000157500.12,0,1,0.0,Phase I
ENSG00000174840.9,0,1,0.0,Phase I
ENSG00000136068.14,0,1,0.0,Phase I
ENSG00000163687.13,4,3014,86.40665328362489,Phase II
ENSG00000168297.15,0,1,0.0,Phase I
ENSG00000168301.13,1,2950,84.57126469744767,Phase II
ENSG00000163634.12,0,1,0.0,Phase I
ENSG00000163636.10,0,1,0.0,Phase I
ENSG00000163376.11,0,1,0.0,Phase I
ENSG00000144744.17,0,1,0.0,Phase I
ENSG00000114861.20,0,1,0.0,Phase I
ENSG00000163412.13,0,1,0.0,Phase I
ENSG00000170837.2,0,1,0.0,Phase I
ENSG00000163421.9,0,1,0.0,Phase I
ENSG00000169855.20,0,1,0.0,Phase I
ENSG00000083937.9,0,1,0.0,Phase I
ENSG00000184500.15,0,1,0.0,Phase I
ENSG00000154165.5,0,1,0.0,Phase I
ENSG00000064225.12,0,1,0.0,Phase I
ENSG00000114021.12,0,1,0.0,Phase I
ENSG00000154174.7,0,1,0.0,Phase I
ENSG00000114354.14,0,1,0.0,Phase I
ENSG00000138468.16,0,1,0.0,Phase I
ENSG00000144802.11,0,1,0.0,Phase I
ENSG00000114423.21,0,1,0.0,Phase I
ENSG00000196776.16,0,1,0.0,Phase I
ENSG00000198919.13,0,1,0.0,Phase I
ENSG00000163519.13,0,1,0.0,Phase I
ENSG00000153283.12,0,1,0.0,Phase I
ENSG00000174500.13,0,1,0.0,Phase I
ENSG00000091972.18,18,3289,94.29308861485518,Phase IV
ENSG00000186265.10,0,1,0.0,Phase I
ENSG00000163606.11,0,1,0.0,Phase I
ENSG00000114573.10,0,1,0.0,Phase I
ENSG00000181847.12,0,1,0.0,Phase I
ENSG00000181722.16,0,1,0.0,Phase I
ENSG00000176142.13,0,1,0.0,Phase I
ENSG00000121594.12,0,1,0.0,Phase I
ENSG00000082701.15,0,1,0.0,Phase I
ENSG00000144840.9,0,1,0.0,Phase I
ENSG00000153767.10,0,1,0.0,Phase I
ENSG00000163833.8,17,3246,93.05993690851734,Phase III
ENSG00000180353.11,0,1,0.0,Phase I
ENSG00000163406.11,0,1,0.0,Phase I
ENSG00000114013.16,0,1,0.0,Phase I
ENSG00000114030.13,0,1,0.0,Phase I
ENSG00000138496.16,0,1,0.0,Phase I
ENSG00000163840.10,0,1,0.0,Phase I
ENSG00000173193.15,0,1,0.0,Phase I
ENSG00000082781.12,0,1,0.0,Phase I
ENSG00000163848.19,0,1,0.0,Phase I
ENSG00000114520.11,0,1,0.0,Phase I
ENSG00000144909.8,0,1,0.0,Phase I
ENSG00000114631.11,8,3128,89.67593920275309,Phase III
ENSG00000074416.14,0,1,0.0,Phase I
ENSG00000058262.10,0,1,0.0,Phase I
ENSG00000179348.11,0,1,0.0,Phase I
ENSG00000075785.12,0,1,0.0,Phase I
ENSG00000169714.16,0,1,0.0,Phase I
ENSG00000183624.14,0,1,0.0,Phase I
ENSG00000196455.8,0,1,0.0,Phase I
ENSG00000017260.19,0,1,0.0,Phase I
ENSG00000014257.16,0,1,0.0,Phase I
ENSG00000138246.17,0,1,0.0,Phase I
ENSG00000081307.12,0,1,0.0,Phase I
ENSG00000129055.12,0,1,0.0,Phase I
ENSG00000182923.17,0,1,0.0,Phase I
ENSG00000158092.7,0,1,0.0,Phase I
ENSG00000174564.13,0,1,0.0,Phase I
ENSG00000114098.17,0,1,0.0,Phase I
ENSG00000158234.12,0,1,0.0,Phase I
ENSG00000051382.8,0,1,0.0,Phase I
ENSG00000155903.11,0,1,0.0,Phase I
ENSG00000114125.14,0,1,0.0,Phase I
ENSG00000144935.15,40,3436,98.508746773731,Phase IV
ENSG00000175040.6,0,1,0.0,Phase I
ENSG00000188313.13,0,1,0.0,Phase I
ENSG00000163754.17,0,1,0.0,Phase I
ENSG00000018408.14,17,3246,93.05993690851734,Phase III
ENSG00000181788.4,0,1,0.0,Phase I
ENSG00000169313.9,0,1,0.0,Phase I
ENSG00000181467.4,0,1,0.0,Phase I
ENSG00000174953.14,0,1,0.0,Phase I
ENSG00000196549.10,0,1,0.0,Phase I
ENSG00000163661.4,47,3446,98.7955262403212,Phase IV
ENSG00000168811.7,5,3079,88.27071981646114,Phase II
ENSG00000213186.8,0,1,0.0,Phase I
ENSG00000186432.9,0,1,0.0,Phase I
ENSG00000163558.13,0,1,0.0,Phase I
ENSG00000163584.18,0,1,0.0,Phase I
ENSG00000121858.11,0,1,0.0,Phase I
ENSG00000114346.13,0,1,0.0,Phase I
ENSG00000169760.17,5,3079,88.27071981646114,Phase II
ENSG00000121879.5,0,1,0.0,Phase I
ENSG00000121864.10,0,1,0.0,Phase I
ENSG00000114450.10,0,1,0.0,Phase I
ENSG00000136518.17,0,1,0.0,Phase I
ENSG00000114416.18,0,1,0.0,Phase I
ENSG00000058063.16,0,1,0.0,Phase I
ENSG00000078081.8,11,3155,90.4502437625466,Phase III
ENSG00000145191.14,0,1,0.0,Phase I
ENSG00000161203.13,0,1,0.0,Phase I
ENSG00000175166.17,0,1,0.0,Phase I
ENSG00000114867.20,0,1,0.0,Phase I
ENSG00000163882.9,0,1,0.0,Phase I
ENSG00000182580.3,2,2968,85.08746773731,Phase II
ENSG00000113790.11,2,2968,85.08746773731,Phase II
ENSG00000073803.14,0,1,0.0,Phase I
ENSG00000073792.15,0,1,0.0,Phase I
ENSG00000156976.17,0,1,0.0,Phase I
ENSG00000163923.10,18,3289,94.29308861485518,Phase IV
ENSG00000136514.3,0,1,0.0,Phase I
ENSG00000113916.18,0,1,0.0,Phase I
ENSG00000196083.10,0,1,0.0,Phase I
ENSG00000114315.4,18,3289,94.29308861485518,Phase IV
ENSG00000176945.17,7,3113,89.2457700028678,Phase II
ENSG00000145113.22,4,3014,86.40665328362489,Phase II
ENSG00000072274.13,0,1,0.0,Phase I
ENSG00000163961.4,0,1,0.0,Phase I
ENSG00000174004.6,0,1,0.0,Phase I
ENSG00000180370.10,0,1,0.0,Phase I
ENSG00000163975.12,20,3349,96.01376541439632,Phase IV
ENSG00000075711.20,0,1,0.0,Phase I
ENSG00000182899.16,0,1,0.0,Phase I
ENSG00000215375.6,0,1,0.0,Phase I
ENSG00000159692.15,0,1,0.0,Phase I
ENSG00000063978.16,0,1,0.0,Phase I
ENSG00000168884.14,0,1,0.0,Phase I
ENSG00000145220.14,0,1,0.0,Phase I
ENSG00000168826.16,0,1,0.0,Phase I
ENSG00000163993.7,0,1,0.0,Phase I
ENSG00000118564.14,0,1,0.0,Phase I
ENSG00000109743.11,0,1,0.0,Phase I
ENSG00000004468.13,0,1,0.0,Phase I
ENSG00000169762.17,0,1,0.0,Phase I
ENSG00000145147.20,4,3014,86.40665328362489,Phase II
ENSG00000109819.9,35,3420,98.0498996271867,Phase IV
ENSG00000109606.13,0,1,0.0,Phase I
ENSG00000109618.12,0,1,0.0,Phase I
ENSG00000053900.10,0,1,0.0,Phase I
ENSG00000168214.20,0,1,0.0,Phase I
ENSG00000169299.14,0,1,0.0,Phase I
ENSG00000174123.11,0,1,0.0,Phase I
ENSG00000174125.8,0,1,0.0,Phase I
ENSG00000174130.12,0,1,0.0,Phase I
ENSG00000109790.16,0,1,0.0,Phase I
ENSG00000163682.16,0,1,0.0,Phase I
ENSG00000121897.14,0,1,0.0,Phase I
ENSG00000078140.14,0,1,0.0,Phase I
ENSG00000121892.15,0,1,0.0,Phase I
ENSG00000168421.13,0,1,0.0,Phase I
ENSG00000163694.15,0,1,0.0,Phase I
ENSG00000124406.16,0,1,0.0,Phase I
ENSG00000074966.11,0,1,0.0,Phase I
ENSG00000135605.13,0,1,0.0,Phase I
ENSG00000163069.12,0,1,0.0,Phase I
ENSG00000157404.15,7,3113,89.2457700028678,Phase II
ENSG00000134852.15,0,1,0.0,Phase I
ENSG00000084093.17,0,1,0.0,Phase I
ENSG00000047315.16,0,1,0.0,Phase I
ENSG00000033178.13,0,1,0.0,Phase I
ENSG00000132465.11,0,1,0.0,Phase I
ENSG00000132463.14,0,1,0.0,Phase I
ENSG00000132466.18,0,1,0.0,Phase I
ENSG00000169429.11,5,3079,88.27071981646114,Phase II
ENSG00000124875.10,17,3246,93.05993690851734,Phase III
ENSG00000109272.4,0,1,0.0,Phase I
ENSG00000163739.4,14,3203,91.82678520217952,Phase III
ENSG00000163737.3,0,1,0.0,Phase I
ENSG00000163736.4,0,1,0.0,Phase I
ENSG00000163735.7,0,1,0.0,Phase I
ENSG00000163734.4,12,3162,90.65098938915972,Phase III
ENSG00000081041.9,27,3369,96.58732434757673,Phase IV
ENSG00000124882.4,38,3425,98.1932893604818,Phase IV
ENSG00000163743.13,0,1,0.0,Phase I
ENSG00000138757.14,0,1,0.0,Phase I
ENSG00000138755.5,12,3162,90.65098938915972,Phase III
ENSG00000169245.6,27,3369,96.58732434757673,Phase IV
ENSG00000169248.12,5,3079,88.27071981646114,Phase II
ENSG00000138750.15,0,1,0.0,Phase I
ENSG00000118804.8,0,1,0.0,Phase I
ENSG00000138758.11,0,1,0.0,Phase I
ENSG00000138772.13,0,1,0.0,Phase I
ENSG00000163297.17,0,1,0.0,Phase I
ENSG00000152785.7,4,3014,86.40665328362489,Phase II
ENSG00000152795.17,0,1,0.0,Phase I
ENSG00000138674.17,0,1,0.0,Phase I
ENSG00000145287.10,0,1,0.0,Phase I
ENSG00000173083.15,0,1,0.0,Phase I
ENSG00000163624.6,27,3369,96.58732434757673,Phase IV
ENSG00000109339.22,17,3246,93.05993690851734,Phase III
ENSG00000163629.13,1,2950,84.57126469744767,Phase II
ENSG00000138642.14,0,1,0.0,Phase I
ENSG00000138646.9,0,1,0.0,Phase I
ENSG00000138641.17,0,1,0.0,Phase I
ENSG00000145335.15,0,1,0.0,Phase I
ENSG00000151247.12,0,1,0.0,Phase I
ENSG00000070190.13,0,1,0.0,Phase I
ENSG00000109270.13,0,1,0.0,Phase I
ENSG00000138814.17,0,1,0.0,Phase I
ENSG00000153064.12,0,1,0.0,Phase I
ENSG00000138821.13,0,1,0.0,Phase I
ENSG00000109320.12,0,1,0.0,Phase I
ENSG00000109323.9,0,1,0.0,Phase I
ENSG00000109332.20,0,1,0.0,Phase I
ENSG00000138778.11,0,1,0.0,Phase I
ENSG00000138795.10,0,1,0.0,Phase I
ENSG00000109475.16,0,1,0.0,Phase I
ENSG00000138802.11,0,1,0.0,Phase I
ENSG00000138660.11,0,1,0.0,Phase I
ENSG00000145365.11,0,1,0.0,Phase I
ENSG00000073331.18,0,1,0.0,Phase I
ENSG00000174720.16,0,1,0.0,Phase I
ENSG00000145349.17,0,1,0.0,Phase I
ENSG00000150961.15,0,1,0.0,Phase I
ENSG00000050730.16,63,3474,99.59850874677372,Phase IV
ENSG00000145386.10,0,1,0.0,Phase I
ENSG00000138686.9,0,1,0.0,Phase I
ENSG00000138684.8,27,3369,96.58732434757673,Phase IV
ENSG00000181004.10,0,1,0.0,Phase I
ENSG00000151014.6,0,1,0.0,Phase I
ENSG00000085871.9,0,1,0.0,Phase I
ENSG00000179387.10,0,1,0.0,Phase I
ENSG00000164136.17,0,1,0.0,Phase I
ENSG00000109458.8,0,1,0.0,Phase I
ENSG00000164162.14,0,1,0.0,Phase I
ENSG00000164163.11,0,1,0.0,Phase I
ENSG00000164164.16,0,1,0.0,Phase I
ENSG00000071205.11,0,1,0.0,Phase I
ENSG00000151623.15,0,1,0.0,Phase I
ENSG00000145425.10,0,1,0.0,Phase I
ENSG00000109670.15,0,1,0.0,Phase I
ENSG00000109654.15,6,3102,88.93031258961858,Phase II
ENSG00000121210.16,0,1,0.0,Phase I
ENSG00000137462.7,0,1,0.0,Phase I
ENSG00000145423.5,17,3246,93.05993690851734,Phase III
ENSG00000164114.19,0,1,0.0,Phase I
ENSG00000256043.3,0,1,0.0,Phase I
ENSG00000171497.5,0,1,0.0,Phase I
ENSG00000109756.9,0,1,0.0,Phase I
ENSG00000109466.14,0,1,0.0,Phase I
ENSG00000137628.17,0,1,0.0,Phase I
ENSG00000181381.13,0,1,0.0,Phase I
ENSG00000154447.15,0,1,0.0,Phase I
ENSG00000164104.11,0,1,0.0,Phase I
ENSG00000150630.4,49,3454,99.02494981359334,Phase IV
ENSG00000038002.9,0,1,0.0,Phase I
ENSG00000168310.11,0,1,0.0,Phase I
ENSG00000164305.19,0,1,0.0,Phase I
ENSG00000151726.14,0,1,0.0,Phase I
ENSG00000151729.11,0,1,0.0,Phase I
ENSG00000164342.12,63,3474,99.59850874677372,Phase IV
ENSG00000164344.16,0,1,0.0,Phase I
ENSG00000249915.8,0,1,0.0,Phase I
ENSG00000180104.16,0,1,0.0,Phase I
ENSG00000188818.12,16,3231,92.62976770863206,Phase III
ENSG00000153395.10,0,1,0.0,Phase I
ENSG00000078295.16,12,3162,90.65098938915972,Phase III
ENSG00000112902.12,26,3361,96.35790077430455,Phase IV
ENSG00000112977.15,0,1,0.0,Phase I
ENSG00000038382.20,0,1,0.0,Phase I
ENSG00000154124.4,0,1,0.0,Phase I
ENSG00000145555.15,0,1,0.0,Phase I
ENSG00000113361.13,10,3149,90.27817608259248,Phase III
ENSG00000113360.16,0,1,0.0,Phase I
ENSG00000133401.16,15,3216,92.19959850874676,Phase III
ENSG00000113384.14,0,1,0.0,Phase I
ENSG00000151388.11,4,3014,86.40665328362489,Phase II
ENSG00000082196.20,47,3446,98.7955262403212,Phase IV
ENSG00000113494.17,30,3405,97.6197304273014,Phase IV
ENSG00000168685.15,0,1,0.0,Phase I
ENSG00000145604.15,0,1,0.0,Phase I
ENSG00000164190.18,0,1,0.0,Phase I
ENSG00000113569.16,0,1,0.0,Phase I
ENSG00000113594.10,4,3014,86.40665328362489,Phase II
ENSG00000145623.13,4,3014,86.40665328362489,Phase II
ENSG00000164327.13,0,1,0.0,Phase I
ENSG00000082074.17,0,1,0.0,Phase I
ENSG00000113600.11,0,1,0.0,Phase I
ENSG00000171522.6,0,1,0.0,Phase I
ENSG00000132356.11,0,1,0.0,Phase I
ENSG00000145592.14,0,1,0.0,Phase I
ENSG00000151876.13,0,1,0.0,Phase I
ENSG00000172262.11,0,1,0.0,Phase I
ENSG00000151882.11,0,1,0.0,Phase I
ENSG00000172239.14,0,1,0.0,Phase I
ENSG00000164171.11,0,1,0.0,Phase I
ENSG00000178996.14,0,1,0.0,Phase I
ENSG00000164509.14,18,3289,94.29308861485518,Phase IV
ENSG00000134352.20,0,1,0.0,Phase I
ENSG00000095015.6,0,1,0.0,Phase I
ENSG00000145632.15,8,3128,89.67593920275309,Phase III
ENSG00000175857.8,0,1,0.0,Phase I
ENSG00000113448.19,0,1,0.0,Phase I
ENSG00000068796.16,0,1,0.0,Phase I
ENSG00000186105.8,0,1,0.0,Phase I
ENSG00000113597.18,0,1,0.0,Phase I
ENSG00000112851.14,0,1,0.0,Phase I
ENSG00000134061.5,0,1,0.0,Phase I
ENSG00000145675.15,0,1,0.0,Phase I
ENSG00000273841.5,0,1,0.0,Phase I
ENSG00000197822.11,18,3289,94.29308861485518,Phase IV
ENSG00000183474.15,0,1,0.0,Phase I
ENSG00000249437.7,0,1,0.0,Phase I
ENSG00000145736.14,0,1,0.0,Phase I
ENSG00000171617.14,0,1,0.0,Phase I
ENSG00000049860.14,0,1,0.0,Phase I
ENSG00000122012.14,26,3361,96.35790077430455,Phase IV
ENSG00000145703.16,0,1,0.0,Phase I
ENSG00000181104.7,0,1,0.0,Phase I
ENSG00000164251.5,0,1,0.0,Phase I
ENSG00000145708.11,7,3113,89.2457700028678,Phase II
ENSG00000164253.14,0,1,0.0,Phase I
ENSG00000085365.18,0,1,0.0,Phase I
ENSG00000113273.17,0,1,0.0,Phase I
ENSG00000164300.17,0,1,0.0,Phase I
ENSG00000186468.13,0,1,0.0,Phase I
ENSG00000145715.14,0,1,0.0,Phase I
ENSG00000081189.15,0,1,0.0,Phase I
ENSG00000113356.12,0,1,0.0,Phase I
ENSG00000164307.13,0,1,0.0,Phase I
ENSG00000164308.16,0,1,0.0,Phase I
ENSG00000113441.16,0,1,0.0,Phase I
ENSG00000153922.10,0,1,0.0,Phase I
ENSG00000173930.9,0,1,0.0,Phase I
ENSG00000181751.10,0,1,0.0,Phase I
ENSG00000184349.13,43,3440,98.62345856036708,Phase IV
ENSG00000145743.15,0,1,0.0,Phase I
ENSG00000151422.13,0,1,0.0,Phase I
ENSG00000198961.10,0,1,0.0,Phase I
ENSG00000152495.11,0,1,0.0,Phase I
ENSG00000134982.17,0,1,0.0,Phase I
ENSG00000047188.16,0,1,0.0,Phase I
ENSG00000152503.9,0,1,0.0,Phase I
ENSG00000251201.8,0,1,0.0,Phase I
ENSG00000243414.5,0,1,0.0,Phase I
ENSG00000129596.5,12,3162,90.65098938915972,Phase III
ENSG00000145782.13,0,1,0.0,Phase I
ENSG00000092421.16,17,3246,93.05993690851734,Phase III
ENSG00000113368.12,0,1,0.0,Phase I
ENSG00000064651.14,0,1,0.0,Phase I
ENSG00000217128.12,0,1,0.0,Phase I
ENSG00000164398.13,0,1,0.0,Phase I
ENSG00000197375.12,0,1,0.0,Phase I
ENSG00000125347.14,0,1,0.0,Phase I
ENSG00000113520.11,4,3014,86.40665328362489,Phase II
ENSG00000131437.15,0,1,0.0,Phase I
ENSG00000164402.14,1,2950,84.57126469744767,Phase II
ENSG00000164406.7,0,1,0.0,Phase I
ENSG00000081059.20,0,1,0.0,Phase I
ENSG00000113558.18,0,1,0.0,Phase I
ENSG00000113575.10,0,1,0.0,Phase I
ENSG00000119048.7,0,1,0.0,Phase I
ENSG00000152700.14,0,1,0.0,Phase I
ENSG00000113615.13,0,1,0.0,Phase I
ENSG00000146021.15,0,1,0.0,Phase I
ENSG00000177733.6,0,1,0.0,Phase I
ENSG00000112984.12,0,1,0.0,Phase I
ENSG00000094880.11,0,1,0.0,Phase I
ENSG00000120738.8,17,3246,93.05993690851734,Phase III
ENSG00000113013.14,0,1,0.0,Phase I
ENSG00000044115.21,0,1,0.0,Phase I
ENSG00000170476.15,0,1,0.0,Phase I
ENSG00000184584.13,0,1,0.0,Phase I
ENSG00000131508.16,0,1,0.0,Phase I
ENSG00000171604.12,0,1,0.0,Phase I
ENSG00000120306.11,0,1,0.0,Phase I
ENSG00000113070.8,17,3246,93.05993690851734,Phase III
ENSG00000170458.14,0,1,0.0,Phase I
ENSG00000131495.8,0,1,0.0,Phase I
ENSG00000253953.2,18,3289,94.29308861485518,Phase IV
ENSG00000240184.7,18,3289,94.29308861485518,Phase IV
ENSG00000131504.17,0,1,0.0,Phase I
ENSG00000171720.10,0,1,0.0,Phase I
ENSG00000013561.18,0,1,0.0,Phase I
ENSG00000113552.16,0,1,0.0,Phase I
ENSG00000131507.11,0,1,0.0,Phase I
ENSG00000145868.16,0,1,0.0,Phase I
ENSG00000169252.5,0,1,0.0,Phase I
ENSG00000182578.13,0,1,0.0,Phase I
ENSG00000070814.19,0,1,0.0,Phase I
ENSG00000019582.15,0,1,0.0,Phase I
ENSG00000164587.13,0,1,0.0,Phase I
ENSG00000132912.12,0,1,0.0,Phase I
ENSG00000237693.4,28,3401,97.50501864066533,Phase IV
ENSG00000145901.15,0,1,0.0,Phase I
ENSG00000196743.8,0,1,0.0,Phase I
ENSG00000177556.12,0,1,0.0,Phase I
ENSG00000145907.15,0,1,0.0,Phase I
ENSG00000037749.12,0,1,0.0,Phase I
ENSG00000155506.17,0,1,0.0,Phase I
ENSG00000170624.13,26,3361,96.35790077430455,Phase IV
ENSG00000113249.12,18,3289,94.29308861485518,Phase IV
ENSG00000135077.9,0,1,0.0,Phase I
ENSG00000113263.12,0,1,0.0,Phase I
ENSG00000055163.20,0,1,0.0,Phase I
ENSG00000134516.16,0,1,0.0,Phase I
ENSG00000043462.12,0,1,0.0,Phase I
ENSG00000181163.13,0,1,0.0,Phase I
ENSG00000072803.17,0,1,0.0,Phase I
ENSG00000072786.13,0,1,0.0,Phase I
ENSG00000120129.6,0,1,0.0,Phase I
ENSG00000037241.7,0,1,0.0,Phase I
ENSG00000113732.9,0,1,0.0,Phase I
ENSG00000113749.7,0,1,0.0,Phase I
ENSG00000051596.9,0,1,0.0,Phase I
ENSG00000175416.13,0,1,0.0,Phase I
ENSG00000113194.13,0,1,0.0,Phase I
ENSG00000169228.14,0,1,0.0,Phase I
ENSG00000169230.10,0,1,0.0,Phase I
ENSG00000131187.9,5,3079,88.27071981646114,Phase II
ENSG00000146094.14,0,1,0.0,Phase I
ENSG00000183258.12,0,1,0.0,Phase I
ENSG00000127022.15,0,1,0.0,Phase I
ENSG00000161011.20,0,1,0.0,Phase I
ENSG00000113269.14,0,1,0.0,Phase I
ENSG00000050748.17,0,1,0.0,Phase I
ENSG00000037280.16,40,3436,98.508746773731,Phase IV
ENSG00000113303.11,1,2950,84.57126469744767,Phase II
ENSG00000168903.8,13,3192,91.5113277889303,Phase III
ENSG00000165810.17,5,3079,88.27071981646114,Phase II
ENSG00000146054.18,2,2968,85.08746773731,Phase II
ENSG00000146063.20,0,1,0.0,Phase I
ENSG00000183718.5,0,1,0.0,Phase I
ENSG00000137265.15,0,1,0.0,Phase I
ENSG00000112685.14,0,1,0.0,Phase I
ENSG00000054598.8,3,2996,85.89045024376254,Phase II
ENSG00000021355.13,0,1,0.0,Phase I
ENSG00000170542.6,0,1,0.0,Phase I
ENSG00000124570.19,0,1,0.0,Phase I
ENSG00000137275.14,0,1,0.0,Phase I
ENSG00000124491.15,0,1,0.0,Phase I
ENSG00000112799.9,0,1,0.0,Phase I
ENSG00000124782.20,0,1,0.0,Phase I
ENSG00000153162.9,0,1,0.0,Phase I
ENSG00000239264.8,0,1,0.0,Phase I
ENSG00000111859.17,0,1,0.0,Phase I
ENSG00000111863.12,0,1,0.0,Phase I
ENSG00000078401.7,12,3162,90.65098938915972,Phase III
ENSG00000180537.13,0,1,0.0,Phase I
