,BLOC1S3-AS-1,LINC-ADAMTS19-1,ABHD2-AS-1,AC116366.3-AS-3,AC119396.1-AS-3,ARHGEF5-AS-1,ARL6IP5-AS-1,ARPC1B-AS-1,ATXN3-AS-1,BCAS3-AS-1,CHD4-AS-2,CHST11-AS-1,CREB3L2-AS-1,CRY1-AS-1,DENND1A-AS-1,EIF4EBP2-AS-1,ENSG00000001460.18,ENSG00000004864.13,ENSG00000006756.16,ENSG00000011243.18,ENSG00000014257.16,ENSG00000031081.11,ENSG00000048462.11,ENSG00000063761.16,ENSG00000072952.18,ENSG00000075711.21,ENSG00000078053.17,ENSG00000094916.16,ENSG00000099381.18,ENSG00000103365.15,ENSG00000103381.12,ENSG00000105373.19,ENSG00000106399.11,ENSG00000106692.14,ENSG00000108666.10,ENSG00000110066.15,ENSG00000110448.11,ENSG00000112357.13,ENSG00000114779.19,ENSG00000117425.14,ENSG00000119013.9,ENSG00000119812.19,ENSG00000120162.10,ENSG00000122986.13,ENSG00000123159.16,ENSG00000125484.12,ENSG00000125618.17,ENSG00000125810.10,ENSG00000127399.15,ENSG00000127616.18
ENSG00000105373.19,0.0,0.017923272169252127,0.0,0.04842754735640052,0.0,0.01107001446777079,0.005849629055380686,0.0,0.0,0.027869768320831375,0.0577981277154625,0.0,0.0,0.009163324543909994,0.012174679333897633,0.019163960526805048,0.00225246011967789,0.0065740078633889365,0.02187868804769114,0.003040503131260899,0.012329848197080325,0.0,0.014819201615473523,0.0,0.0,0.0355426709797599,0.0,0.005849629055380686,0.018100213726871005,0.020328482987029956,0.01686574586155095,0.0,0.004709166629277203,0.01162352962102993,0.0,0.014582308316758216,0.0,0.0,0.003921123617694194,0.0676829769140865,0.0,0.03479704956909543,0.04348410891249834,0.03265833118411028,0.0,0.0,0.003713678910716694,0.05999296888763921,0.01364224709317527,0.0
ENSG00000106399.11,0.0,0.0,0.0,0.002458036623487099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006429265916237924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018302523260445694,0.04760302976051498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000106692.14,0.0,0.0,0.0,0.022391662915956175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575717190988783,0.030045377140013565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01972784534899846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0368026298955475,0.0,0.0,0.0,0.08627366205806108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04850998270684637,0.0
ENSG00000108666.10,0.006951107101025847,0.021835966711895062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012802034964085308,0.0,0.028254849499359816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016005904927862864,0.04195066359889994,0.0,0.0,0.01909073558515922,0.0,0.0,0.0,0.0,0.009616633398245356,0.0,0.034827920990011495,0.04716658875224633,0.0,0.0,0.0,0.034827920990011495,0.0,0.033850786528663836,0.07677312267256337,0.0,0.0,0.0,0.009776692447523987,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000110066.15,0.0,0.041020898794077484,0.0,0.05618594797722891,0.0,0.0,0.0,0.0,0.0,0.0,0.0714421266251558,0.0,0.0,0.0,0.0023005274876643916,0.0,0.011386636322314623,0.031180907027243934,0.0,0.0,0.0013688367539162454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0393642050361376,0.024339561652341274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038540698547389785,0.0,0.0
ENSG00000110448.11,0.0,0.017923272169252127,0.0,0.04842754735640052,0.0,0.01107001446777079,0.005849629055380686,0.0,0.0,0.027869768320831375,0.0577981277154625,0.0,0.0,0.009163324543909994,0.012174679333897633,0.019163960526805048,0.00225246011967789,0.0065740078633889365,0.02187868804769114,0.003040503131260899,0.012329848197080325,0.0,0.014819201615473523,0.0,0.0,0.0355426709797599,0.0,0.005849629055380686,0.018100213726871005,0.020328482987029956,0.01686574586155095,0.0,0.004709166629277203,0.01162352962102993,0.0,0.014582308316758216,0.0,0.0,0.003921123617694194,0.0676829769140865,0.0,0.03479704956909543,0.04348410891249834,0.03265833118411028,0.0,0.0,0.003713678910716694,0.05999296888763921,0.01364224709317527,0.0
ENSG00000112357.13,0.02144551758384,0.10820543250130832,0.011089613656410688,0.06207883167938612,0.0,0.053091990723609005,0.050300020537478105,0.03089202205301304,0.010793236252395526,0.003181162147845761,0.09312337287677191,0.0,0.051532231232995676,0.04394747117079932,0.05838998351267474,0.0,0.010802839700653037,0.05377415447534436,0.05493058579594298,0.014582308316758216,0.009134176202636733,0.03130124458159131,0.021073160472431504,0.05278610702980514,0.08372921188980555,0.0322265121805383,0.01709391589672452,0.050300020537478105,0.0,0.0,0.03088842389819634,0.022245093197589508,0.04483034199969533,0.0557466594657113,0.0,0.04218210910087928,0.022245093197589508,0.0,0.04105087338359015,0.0,0.010112149029267423,0.0586496222022202,0.020313792941063866,0.0,0.05397072296157527,0.0,0.017810871598430467,0.07974051201558385,0.06542846517759765,0.0
ENSG00000114779.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008755193567855996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06515555599212003,0.0,0.0,0.0,0.002003913327575482,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117425.14,0.0,0.045731317506799776,0.0,0.0,0.0,0.0018706865381487442,0.0,0.0,0.0,0.0,0.017877340535780217,0.0,0.0,0.02777585024245159,0.05848990575797388,0.019917699918074058,0.0,0.0,0.08381765760001433,0.0,0.04556434822479311,0.0,0.026278677960506765,0.004238901043127248,0.0,0.0,0.0,0.0,0.002437895367679424,0.0,0.06163496487742841,0.0,0.0,0.046564659328417114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019874501013713127,0.0,0.0,0.0,0.004269422942138494,0.12398413264203757,0.0,0.0
ENSG00000119013.9,0.0,0.06975763232004416,0.0,0.08693646423475836,0.0,0.0,0.0028637031945032004,0.0,0.0,0.0,0.052606184812475906,0.0,0.022479329365783354,0.0,0.0,0.0,0.05604471060245102,0.05879476986153004,0.0,0.0,0.0,0.01452873121913561,0.008959369392752181,0.0018183943592919478,0.0032779236851248825,0.027576212644068458,0.0,0.0028637031945032004,0.0,0.0,0.0,0.01925786909551767,0.026235275014726556,0.039394751883670545,0.032711526630343796,0.0723229648209261,0.01925786909551767,0.0,0.11682152248509828,0.0008819517313377045,0.0,0.02967460245489537,0.0,0.0,0.0,0.0,0.0,0.01702328043351917,0.03926150499145927,0.0
ENSG00000119812.19,0.0,0.0,0.0,0.00981792120392902,0.0,0.0312916512482892,0.0,0.0,0.0,0.0,0.0046759389248699,0.0,0.0,0.015362990025453604,0.0,0.009091128624679604,0.0670899392815566,0.03001693663989591,0.018550043571481288,0.0,0.0,0.0,0.012799332513650835,0.0,0.0,0.030735535777908347,0.0,0.0,0.0,0.0318448684754636,0.0,0.0,0.0,0.0,0.0,0.013986962522855563,0.0,0.0,0.07503492924284934,0.03325622008259852,0.0,0.0,0.0,0.02049835119967707,0.0,0.0,0.0,0.0,0.1061580229473609,0.0
ENSG00000120162.10,0.0,0.0002588900080852316,0.0,0.0024183558678612105,0.0,0.09929534097853698,0.060957077137135066,0.0,0.0,0.06527917929005142,0.0,0.0,0.0,0.05840047738333008,0.08809682940365005,0.0,0.04356495911946334,0.0,0.0,0.058806543769096116,0.00439479549112895,0.0,0.05254152135711431,0.0,0.0,0.12162311211036636,0.07448142360114862,0.060957077137135066,0.02232746255262214,0.0,0.0,0.0,0.03889932857305073,0.07743701150053928,0.0,0.0,0.0,0.0,0.02365774392341796,0.0,0.013884937126129857,0.0165964351017904,0.0,0.0,0.0,0.0,0.02182647475744074,0.0,0.14904503829505192,0.0
ENSG00000122986.13,0.0,0.07757659127517227,0.0,0.02128073017317405,0.0,0.07211896432815565,0.0,0.027819553824460913,0.0005178159080974007,0.0,0.06198316789085817,0.0,0.0,0.05969725494339266,0.07931563839815906,0.014655445934043734,0.014674334120753427,0.003638369242280788,0.09253534423573556,0.01980827915821208,0.030326532985631673,0.0,0.04654418029801354,0.0,0.0,0.0,0.009076517217265614,0.0,0.007725345007619063,0.0,0.05987701305162528,0.0,0.0,0.07572500655232883,0.0,0.0058108696854527655,0.0,0.0012938688277354653,0.0,0.0,0.017511516140117332,0.0,0.0,0.0,0.0,0.0,0.02419388679824684,0.06402761735664439,0.08887655335347697,0.0
ENSG00000123159.16,0.0,0.0,0.07567829718509363,0.0652662417059933,0.0,0.1150688552523939,0.1263774238373754,0.0,0.0,0.09969072660247813,0.0,0.0,0.0,0.0014151917867586614,0.03541175026886091,0.0,0.057765608906506116,0.08301249289665305,0.0,0.0779754159574381,0.0,0.0,0.04199324999904518,0.0,0.0,0.18609052999279369,0.047655615809005694,0.1263774238373754,0.06873105848127736,0.009118352707304113,0.0,0.02636039076796088,0.14712962233211282,0.021277205339825,0.0,0.06227837864511001,0.02636039076796088,0.0,0.12691981528118088,0.06789783934584144,0.0,0.05352633023271518,0.0,0.0,0.0,0.020597806475297454,0.0,0.0,0.13103521024247428,0.0
ENSG00000125484.12,0.0,0.03156095385521061,0.0,0.055811549978256686,0.0,0.0,0.0,0.0,0.0,0.0,0.01397841921559749,0.0,0.0,0.0,0.0,0.015022975196447866,0.05245069231793098,0.038706941837500716,0.0,0.0,0.02734691810858908,0.02988614899099379,0.035313897891300176,0.0,0.0,0.0,0.0,0.0,0.0,0.007712324900431193,0.00893500358735648,0.009659507347578113,0.009122981800202726,0.020848284568362054,0.02265835206211462,0.08945711777409818,0.009659507347578113,0.007062275349782552,0.10096662822200297,0.10097516823737904,0.015029255132493648,0.0,0.0,0.03505924300902028,0.0,0.0,0.0,0.010457642688504933,0.017493978425073806,0.0
ENSG00000125618.17,0.0,0.0,0.03161961382714644,0.0,0.0,0.03423333719354271,0.07430145851071993,0.0,0.0,0.03196242050054099,0.0,0.0,0.0,0.004544698071141093,0.01654235806946315,0.0,0.030326532985631673,0.0,0.0,0.0409365376538991,0.0,0.0,0.015444349587049842,0.0,0.0,0.10096428919501486,0.07545648000019552,0.07430145851071993,0.026140719817402708,0.0,0.0,0.0,0.05894657116690014,0.009121822717346025,0.021527871986186043,0.007798465578039513,0.0,0.0,0.048336566498632716,0.0,0.012142956383665408,0.0,0.0,0.0,0.0,0.019253597655233455,0.0,0.0,0.06886520342707327,0.0
ENSG00000125810.10,0.0,0.0,0.0,0.0,0.0,0.12286787320422167,0.050822303184748424,0.07988409693000023,0.04189921095406576,0.03689506828872207,0.0,0.0,0.0,0.08219143154139688,0.08157463555223154,0.003147859873852646,0.04729074824256563,0.06603074818339583,0.10003006729786734,0.0638358330320866,0.0,0.0,0.0018150588849536776,0.0,0.0,0.15314813743429806,0.06948120449221003,0.050822303184748424,0.0,0.0,0.04478257154500431,0.0,0.026878118334684092,0.07000316217186553,0.0,0.0,0.0,0.0,0.010333033545163121,0.0,0.0,0.0,0.01056348510989271,0.0,0.0,0.0,0.07796926253484265,0.0,0.1768722946128956,0.0
ENSG00000127399.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0990863561906099,0.05229184510796042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020132353441332664,0.0,0.0,0.0,0.0,0.0,0.0,0.07318470689015545,0.0,0.10993387441639056,0.016329211726882134,0.0,0.0,0.19316154879984804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127616.18,0.025160736220402755,0.05031879763130541,0.029693041924379212,0.03587600946454826,0.0,0.00820086842093483,0.04137442282254109,0.006464839913537056,0.003360275636987488,0.020646432178250008,0.042817906132903615,0.0,0.04977776856626861,0.006788357784148515,0.009019224281508526,0.014197011138682391,0.0016686634980163041,0.04191105584218931,0.016208130750340916,0.00225246011967789,0.009134176202636733,0.054376047104434715,0.010978334572698733,0.031199497080055535,0.07869051576450284,0.026330658273501457,0.004333511788455199,0.04137442282254109,0.013408968127099382,0.015059710595610107,0.012494451839624221,0.0370409110340859,0.040529547477280756,0.008610922531892636,0.0013661861223646281,0.047843750734738934,0.0370409110340859,0.009134176202636733,0.03994575085561917,0.05014078252793535,0.010978334572698733,0.06281919938083672,0.03221382019248705,0.02419388679824684,0.04363451438367403,0.016903868965672107,0.002751161002820362,0.044443884464754536,0.010106425217666443,0.0
